"EventType","InsertText","DeleteText","SourceLocation","ClientTimestamp","CodeStateSection","ToolInstances","EditType","X-Metadata","CodeStateID","X-Compilable","EventID","SubjectID","AssignmentID"
"File.Edit","",",","363","1713307387810","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","m","","363","1713307388114","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"364","1713307388114","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","u","","364","1713307388266","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"365","1713307388267","task1.py","1.1.5 for 2021-2022 @t1",,"u",,,,,
"File.Edit","s","","365","1713307388817","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"366","1713307388818","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","i","","366","1713307388890","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"367","1713307388892","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","c","","367","1713307389042","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"368","1713307389043","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"File.Edit"," ","","368","1713307389243","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"369","1713307389243","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","=","","369","1713307389881","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","=",,"370","1713307389882","task1.py","1.1.5 for 2021-2022 @t1",,"=",,,,,
"File.Edit"," ","","370","1713307389946","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"371","1713307389947","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","_","","362","1713307387138","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","_",,"363","1713307387139","task1.py","1.1.5 for 2021-2022 @t1",,"_",,,,,
"File.Edit",",","","363","1713307387402","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",",",,"364","1713307387402","task1.py","1.1.5 for 2021-2022 @t1",,",",,,,,
"X-Action","Backspace",,,"1713307387808","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","",",","363","1713307387810","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","m","","363","1713307388114","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"364","1713307388114","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","u","","364","1713307388266","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"365","1713307388267","task1.py","1.1.5 for 2021-2022 @t1",,"u",,,,,
"File.Edit","s","","365","1713307388817","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","s",,"366","1713307388818","task1.py","1.1.5 for 2021-2022 @t1",,"s",,,,,
"File.Edit","i","","366","1713307388890","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"367","1713307388892","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","c","","367","1713307389042","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","c",,"368","1713307389043","task1.py","1.1.5 for 2021-2022 @t1",,"c",,,,,
"File.Edit"," ","","368","1713307389243","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"369","1713307389243","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"File.Edit","=","","369","1713307389881","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","=",,"370","1713307389882","task1.py","1.1.5 for 2021-2022 @t1",,"=",,,,,
"File.Edit"," ","","370","1713307389946","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke"," ",,"371","1713307389947","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke"," ",,"369","1713307389243","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","=",,"370","1713307389882","task1.py","1.1.5 for 2021-2022 @t1",,"=",,,,,
"X-Keystroke"," ",,"371","1713307389947","task1.py","1.1.5 for 2021-2022 @t1",," ",,,,,
"X-Keystroke","[",,"372","1713307390257","task1.py","1.1.5 for 2021-2022 @t1",,"[",,,,,
"X-Keystroke","u",,"373","1713307390490","task1.py","1.1.5 for 2021-2022 @t1",,"u",,,,,
"X-Keystroke","g",,"374","1713307390586","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","a",,"375","1713307390746","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","m",,"376","1713307390883","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","e",,"377","1713307391003","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","[","","371","1713307390250","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","]","","372","1713307390256","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","[",,"372","1713307390257","task1.py","1.1.5 for 2021-2022 @t1",,"[",,,,,
"File.Edit","u","","372","1713307390489","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"373","1713307390490","task1.py","1.1.5 for 2021-2022 @t1",,"u",,,,,
"File.Edit","g","","373","1713307390586","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"374","1713307390586","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","a","","374","1713307390745","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"375","1713307390746","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","m","","375","1713307390882","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"376","1713307390883","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","e","","376","1713307391003","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"377","1713307391003","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Action","Backspace",,,"1713307391325","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","e","376","1713307391326","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713307391448","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","m","375","1713307391450","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713307391585","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","a","374","1713307391586","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713307391704","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","g","373","1713307391707","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713307391856","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","u","372","1713307391858","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713307391977","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","[","371","1713307391978","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","]","371","1713307391980","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","p","","371","1713307392738","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"372","1713307392738","task1.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"File.Edit","y","","372","1713307393033","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","y",,"373","1713307393044","task1.py","1.1.5 for 2021-2022 @t1",,"y",,,,,
"File.Edit","[","","371","1713307390249","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","]","","372","1713307390256","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","[",,"372","1713307390257","task1.py","1.1.5 for 2021-2022 @t1",,"[",,,,,
"File.Edit","u","","372","1713307390489","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"373","1713307390490","task1.py","1.1.5 for 2021-2022 @t1",,"u",,,,,
"File.Edit","g","","373","1713307390585","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"374","1713307390586","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","a","","374","1713307390745","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"375","1713307390746","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","m","","375","1713307390882","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"376","1713307390883","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","e","","376","1713307391002","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"377","1713307391003","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","","e","376","1713307391326","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","m","375","1713307391449","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","a","374","1713307391586","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","g","373","1713307391707","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","u","372","1713307391858","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","[","371","1713307391978","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","","]","371","1713307391980","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","p","","371","1713307392737","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","p",,"372","1713307392738","task1.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"File.Edit","y","","372","1713307393033","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","y",,"373","1713307393044","task1.py","1.1.5 for 2021-2022 @t1",,"y",,,,,
"X-Keystroke","p",,"372","1713307392738","task1.py","1.1.5 for 2021-2022 @t1",,"p",,,,,
"X-Keystroke","y",,"373","1713307393044","task1.py","1.1.5 for 2021-2022 @t1",,"y",,,,,
"X-Keystroke","g",,"374","1713307393408","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"X-Keystroke","a",,"375","1713307393568","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"X-Keystroke","m",,"376","1713307393682","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","e",,"377","1713307393783","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke",".",,"378","1713307393897","task1.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"X-Keystroke","m",,"379","1713307394228","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","i",,"380","1713307394391","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"X-Keystroke","x",,"381","1713307394818","task1.py","1.1.5 for 2021-2022 @t1",,"x",,,,,
"X-Keystroke","e",,"382","1713307395034","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"X-Keystroke","r",,"383","1713307395097","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"X-Keystroke",".",,"384","1713307395474","task1.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"File.Edit","g","","373","1713307393401","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"374","1713307393408","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","a","","374","1713307393562","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"375","1713307393568","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","m","","375","1713307393676","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"376","1713307393682","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","e","","376","1713307393770","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"377","1713307393783","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit",".","","377","1713307393897","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",".",,"378","1713307393897","task1.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"File.Edit","m","","378","1713307394218","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"379","1713307394228","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","i","","379","1713307394378","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"380","1713307394391","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","x","","380","1713307394818","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","x",,"381","1713307394818","task1.py","1.1.5 for 2021-2022 @t1",,"x",,,,,
"File.Edit","e","","381","1713307395033","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"382","1713307395034","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","r","","382","1713307395097","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"383","1713307395097","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit",".","","383","1713307395473","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",".",,"384","1713307395474","task1.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"File.Edit","m","","384","1713307395953","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"385","1713307395963","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","g","","373","1713307393401","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","g",,"374","1713307393408","task1.py","1.1.5 for 2021-2022 @t1",,"g",,,,,
"File.Edit","a","","374","1713307393561","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","a",,"375","1713307393568","task1.py","1.1.5 for 2021-2022 @t1",,"a",,,,,
"File.Edit","m","","375","1713307393676","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"376","1713307393682","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","e","","376","1713307393770","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"377","1713307393783","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit",".","","377","1713307393897","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",".",,"378","1713307393897","task1.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"File.Edit","m","","378","1713307394217","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"379","1713307394228","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","i","","379","1713307394377","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","i",,"380","1713307394391","task1.py","1.1.5 for 2021-2022 @t1",,"i",,,,,
"File.Edit","x","","380","1713307394817","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","x",,"381","1713307394818","task1.py","1.1.5 for 2021-2022 @t1",,"x",,,,,
"File.Edit","e","","381","1713307395033","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","e",,"382","1713307395034","task1.py","1.1.5 for 2021-2022 @t1",,"e",,,,,
"File.Edit","r","","382","1713307395097","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","r",,"383","1713307395097","task1.py","1.1.5 for 2021-2022 @t1",,"r",,,,,
"File.Edit",".","","383","1713307395473","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",".",,"384","1713307395474","task1.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"File.Edit","m","","384","1713307395953","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","m",,"385","1713307395963","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"X-Keystroke","m",,"385","1713307395963","task1.py","1.1.5 for 2021-2022 @t1",,"m",,,,,
"File.Edit","","m","384","1713307397082","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit","",".","383","1713307397267","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit",".","","383","1713307399354","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",".",,"384","1713307399355","task1.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"File.Edit","S","","384","1713307399521","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","S",,"385","1713307399536","task1.py","1.1.5 for 2021-2022 @t1",,"S",,,,,
"File.Edit","o","","385","1713307399961","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"386","1713307399962","task1.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Action","Backspace",,,"1713307397081","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","","m","384","1713307397083","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"X-Action","Backspace",,,"1713307397265","task1.py","1.1.5 for 2021-2022 @t1",,"Backspace",,,,,
"File.Edit","",".","383","1713307397267","task1.py","1.1.5 for 2021-2022 @t1","Delete",,,,,,
"File.Edit",".","","383","1713307399354","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke",".",,"384","1713307399355","task1.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"File.Edit","S","","384","1713307399522","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","S",,"385","1713307399536","task1.py","1.1.5 for 2021-2022 @t1",,"S",,,,,
"File.Edit","o","","385","1713307399961","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","o",,"386","1713307399962","task1.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke",".",,"384","1713307399355","task1.py","1.1.5 for 2021-2022 @t1",,".",,,,,
"X-Keystroke","S",,"385","1713307399536","task1.py","1.1.5 for 2021-2022 @t1",,"S",,,,,
"X-Keystroke","o",,"386","1713307399962","task1.py","1.1.5 for 2021-2022 @t1",,"o",,,,,
"X-Keystroke","u",,"387","1713307400122","task1.py","1.1.5 for 2021-2022 @t1",,"u",,,,,
"X-Keystroke","n",,"388","1713307400211","task1.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"X-Keystroke","d",,"389","1713307400402","task1.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"X-Keystroke","(",,"390","1713307401012","task1.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"X-Keystroke","""",,"391","1713307401990","task1.py","1.1.5 for 2021-2022 @t1",,"""",,,,,
"File.Edit","u","","386","1713307400121","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"387","1713307400122","task1.py","1.1.5 for 2021-2022 @t1",,"u",,,,,
"File.Edit","n","","387","1713307400210","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"388","1713307400211","task1.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","d","","388","1713307400401","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"389","1713307400402","task1.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit","(","","389","1713307401010","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",")","","390","1713307401012","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","(",,"390","1713307401012","task1.py","1.1.5 for 2021-2022 @t1",,"(",,,,,
"File.Edit","""","","390","1713307401989","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit","""","","391","1713307401990","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","""",,"391","1713307401990","task1.py","1.1.5 for 2021-2022 @t1",,"""",,,,,
"File.Edit","u","","386","1713307400121","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","u",,"387","1713307400122","task1.py","1.1.5 for 2021-2022 @t1",,"u",,,,,
"File.Edit","n","","387","1713307400210","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","n",,"388","1713307400211","task1.py","1.1.5 for 2021-2022 @t1",,"n",,,,,
"File.Edit","d","","388","1713307400401","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"X-Keystroke","d",,"389","1713307400402","task1.py","1.1.5 for 2021-2022 @t1",,"d",,,,,
"File.Edit","(","","389","1713307401010","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
"File.Edit",")","","390","1713307401012","task1.py","1.1.5 for 2021-2022 @t1","Insert",,,,,,
